Marca temporal,¿Cuál es tu edad?,¿Cuál es tu sexo?,¿Cuál es tu nivel de estudios?,"Regularmente, ¿Cuánto tiempo al día, pasas estudiando?",¿Con qué frecuencia escuchas música mientras estudias?,"Cuando estudias, ¿recuerdas mejor un tema si lo estudiaste con una canción específica?",La música te ayuda a sobrellevar materias que no te gustan,¿En qué tipo de materias te ayuda escuchar música?,Sientes menos ansiedad cuando escuchas música,Consideras que la música mejora tu rendimiento o te hace sentir más cómodo,"Cuando estudias, ¿escuchas música con o sin audífonos? ","Si no escuchas música al estudiar, qué prefieres escuchar:",¿Sueles cantar mientras estudias con música?,Sueles poner música mientras haces:,"La música que escuchas al estudiar, ¿es diferente a la que escuchas por ocio? ",¿Has dejado de estudiar por distraerte con la música? ,¿Qué buscas al poner música para estudiar? ,La música te ayuda más cuando el tema o materia es…,"Al día siguiente, recuerdas mejor lo que estudias si usaste música", ¿Te molesta que alguien más escuche música diferente cerca de ti mientras estudias? ,La música. ¿te ayuda a concentrarte más en tus tareas?,¿Qué nivel de volumen usas al estudiar con música?,Notas que al estudiar con música cambia tu rendimiento académico,¿En qué tipo de actividades te ayuda más la música?  ,¿Qué género escuchas principalmente al estudiar?,¿La música que escuchas tiene letra (voz)?,"En una escala del 1 al 5, ¿cuánto crees que la música mejora tu concentración?","En una escala del 1 al 5. Cuando estudias con música desde tu teléfono, ¿qué tan frecuente es que termines distrayéndote revisando notificaciones, redes sociales o mensajes?",En una escala del 1 al 5. ¿Estudiar con música usando audífonos te ayuda a aislarte del ruido del entorno?,"Cuando estudias fuera de casa, ¿qué prefieres para concentrarte?","Cuando escuchas música desde tu teléfono para estudiar, ¿usas alguna estrategia para evitar distracciones digitales?","Cuando estudias para un examen importante, ¿cambias el tipo de música o la forma en que la usas?",  ¿Cuál es tu criterio principal para elegir una playList o álbum antes de empezar a estudiar?  ,¿Cuánto tiempo dedicas a elegir la música antes de comenzar realmente a estudiar?,¿Cómo influye la música en tu percepción del paso del tiempo mientras estudias?,"Si una canción que te gusta mucho empieza a sonar, ¿Cuál es tu reacción inmediata?  ","¿Utilizas la música como una señal para ""entrar en modo estudio"" (es decir, como un ritual para empezar)?  "
4/28/2026 2:04:16,Menor de 18 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,Conversaciones de fondo,Sí,Tareas difíciles,No,Nunca,Concentración,Difícil,Si,No,Un poco,Medio,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad",K-pop,"Sí, en un idioma que entiendo",4,2,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
4/28/2026 9:48:30,Menor de 18 años,Femenino,Secundaria,De 1 a 2 horas,Siempre,A veces,Si,Materias Teóricas,Sí,Me hace sentir más cómodo,Sin audífonos,No aplica,Sí,Tareas difíciles,A veces,Nunca,Motivación,Difícil,Si,No,Influye mucho,Alto,"Si, mejora",Diseño / Creatividad,"Pop / Urbano, ","Sí, en un idioma que no entiendo",5,1,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
4/28/2026 9:59:00,24-28 años,Femenino,Licenciatura,Más de 2 horas,Casi siempre,Si,Si,Materias Teóricas,Sí,Ambas,Con audífonos,Conversaciones de fondo,Sí,"Todas las anteriores, y en la pregunta anterior.. Escucho música con y sin audífonos",No,Siempre,Todas las anteriores,Media,Si,Depende,Influye mucho,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano, Electrónica, Kpop","Sí, en un idioma que entiendo",5,4,5,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
4/29/2026 14:03:38,19-23 años,Masculino,Licenciatura,Menos de 1 hora,Siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Ambas,Con audífonos,No aplica,A veces,Todo ,No,Algunas veces,Solo mis gustos ,Difícil,No hay diferencia,No,Un poco,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Soundtracks (Videojuegos/Películas), Rock / Metal","Sí, en un idioma que no entiendo",5,3,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
4/29/2026 14:11:26,19-23 años,Masculino,Licenciatura,Más de 2 horas,A veces,A veces,Más o menos,Materias Creativas,No sé,Ambas,Sin audífonos,Conversaciones de fondo,No,Cuando ordeno mi cuarto,A veces,Algunas veces,Evitar el silencio,Media,No hay diferencia,Depende,Un poco,Medio,No cambia,Diseño / Creatividad,"Soundtracks (Videojuegos/Películas), Rock / Metal, Electrónica","Sí, en un idioma que no entiendo",3,5,2,Estudiar con música y audífonos,No escucho música desde el teléfono al estudiar,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Entre 5 y 15 minutos,Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
4/29/2026 14:12:30,19-23 años,Femenino,Licenciatura,Más de 2 horas,Siempre,A veces,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,Conversaciones de fondo,A veces,Tareas repetitivas,A veces,Algunas veces,Todas las anteriores,Media,No hay diferencia,Si,Influye mucho,Bajo,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Electro Swing/ Jazz","Sí, en un idioma que no entiendo",4,3,5,Estudiar con música y audífonos,No escucho música desde el teléfono al estudiar,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
4/29/2026 15:17:36,19-23 años,Prefiero no decirlo,Bachillerato o equivalente,Menos de 1 hora,Casi nunca,No,No,Materias Creativas,Tal vez,Me hace sentir más cómodo,No escucho música,No aplica,A veces,Nada,No,Siempre,No aplica,Fácil,No hay diferencia,No,No influye,Depende,"Si, empeora","Diseño / Creatividad, Ninguna","Pop / Urbano, Rock / Metal","Sí, en un idioma que no entiendo",1,5,2,Estudiar en silencio,No escucho música desde el teléfono al estudiar,No uso música para exámenes,"No uso playlists, elijo canciones una por una",Entre 5 y 15 minutos,Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
4/29/2026 19:07:37,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Casi siempre,No,Si,Materias Creativas,Sí,Ambas,Con audífonos,No aplica,Sí,Tareas fáciles,No,Algunas veces,Motivación,Media,No hay diferencia,No,Un poco,Alto,"Si, mejora",Diseño / Creatividad,"Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Pop / Urbano, Rock / Metal, Electrónica","Sí, en un idioma que entiendo",4,2,4,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 7:21:55,Menor de 18 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Casi siempre,A veces,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,Sí,Tareas repetitivas,A veces,Algunas veces,Calma,Fácil,No hay diferencia,Si,Un poco,Medio,No cambia,Diseño / Creatividad,Pop / Urbano,"Sí, en un idioma que entiendo",5,5,5,Estudiar con música y audífonos,No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Más de 15 minutos (a veces procrastino eligiendo la música),Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 7:28:39,Menor de 18 años,Femenino,Bachillerato o equivalente,De 1 a 2 horas,Siempre,A veces,Más o menos,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Sin audífonos,Conversaciones de fondo,A veces,Tareas repetitivas,A veces,Algunas veces,Evitar el silencio,Media,No hay diferencia,Si,Influye mucho,Medio,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Lo-Fi / Ambient, Pop / Urbano, Rock / Metal","Sí, en un idioma que no entiendo",4,3,3,Estudiar con música y audífonos,No escucho música desde el teléfono al estudiar,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/7/2026 7:31:21,19-23 años,Masculino,Bachillerato o equivalente,Menos de 1 hora,Siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Mejora mi rendimiento,Con audífonos,Conversaciones de fondo,No,Tareas difíciles,Si,Algunas veces,Energía,Difícil,No hay diferencia,No,Un poco,Medio,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Redacción de textos","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Electrónica","No, es puramente instrumental",4,4,5,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 7:55:47,Menor de 18 años,Masculino,Bachillerato o equivalente,De 1 a 2 horas,A veces,A veces,Más o menos,Materias Teóricas,Tal vez,Me hace sentir más cómodo,Sin audífonos,No aplica,A veces,Tareas repetitivas,No,Algunas veces,Motivación,Media,No hay diferencia,Depende,Un poco,Alto,No cambia,Ejercicios prácticos / Matemáticas / Programación,"Pop / Urbano, Rock / Metal","Sí, en un idioma que entiendo",3,2,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 8:20:00,Menor de 18 años,Femenino,Bachillerato o equivalente,Más de 2 horas,A veces,Si,Si,Materias Creativas,Sí,Ambas,Con audífonos,Silencio absoluto,No,Tareas repetitivas,A veces,Nunca,Motivación,Media,Si,No,Un poco,Bajo,"Si, mejora",Diseño / Creatividad,Rap Mexicano ,"Sí, en un idioma que entiendo",5,1,5,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 8:23:38,Menor de 18 años,Femenino,Bachillerato o equivalente,Más de 2 horas,Casi siempre,A veces,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Ambas,Sin audífonos,Silencio absoluto,Sí,Tareas difíciles,No,Algunas veces,Motivación,Media,No,Si,Un poco,Depende,"Si, mejora",Ejercicios prácticos / Matemáticas / Programación,Rock / Metal,"Sí, en un idioma que entiendo",4,3,4,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre","No uso playlists, elijo canciones una por una","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 8:26:44,Menor de 18 años,Femenino,Bachillerato o equivalente,Más de 2 horas,Siempre,A veces,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Sin audífonos,Silencio absoluto,A veces,Tareas repetitivas,A veces,Algunas veces,Energía,Media,Si,Depende,Un poco,Alto,"Si, mejora",Ejercicios prácticos / Matemáticas / Programación,corridos ,"Sí, en un idioma que entiendo",4,4,5,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 11:13:53,19-23 años,Femenino,Licenciatura,Más de 2 horas,Siempre,Si,Si,Materias Prácticas,Sí,Mejora mi rendimiento,Sin audífonos,Ruido blanco,No,Tareas difíciles,No,Casi nunca,Energía,Difícil,Si,Si,Un poco,Bajo,"Si, mejora",Ejercicios prácticos / Matemáticas / Programación,"Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise)","Sí, en un idioma que entiendo",5,1,5,Estudiar en silencio,Uso aplicaciones para bloquear redes sociales,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/7/2026 11:24:19,Menor de 18 años,No binario,Posgrado,Menos de 1 hora,Siempre,No,No sé,"Materias Lógicas (Matemáticas, Física)",No sé,Ninguna,No escucho música,"Ruido blanco, Conversaciones de fondo, Silencio absoluto, No aplica",No,Sexito,A veces,Siempre,Mommy Masoquista ASMR,Difícil,No hay diferencia,Depende,Me distrae,Alto,"Si, empeora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad, Ninguna",Gemidos ASMR,"Sí, en un idioma que no entiendo",1,5,1,Sexito,No escucho música desde el teléfono al estudiar,"Si, elijo música más movida","No uso playlists, elijo canciones una por una",Más de 15 minutos (a veces procrastino eligiendo la música),No noto ninguna diferencia en mi percepción del tiempo.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 15:37:50,Menor de 18 años,Femenino,Bachillerato o equivalente,Menos de 1 hora,Siempre,No,No sé,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas fáciles,A veces,Siempre,Energía,Fácil,No,Depende,Me distrae,Alto,"Si, empeora",Diseño / Creatividad,Pop / Urbano,"Sí, en un idioma que no entiendo",1,5,5,Estudiar en silencio,Desactivo datos o Wi-Fi,"No, escucho lo mismo que siempre","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 17:06:26,Menor de 18 años,Femenino,Secundaria,De 1 a 2 horas,Casi siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Ambas,Con audífonos,"Ruido blanco, Conversaciones de fondo",A veces,tareas dificilas y repetitivas aunque me estoy acostumbrando a las dificiles y escucho ña misma cancion o musica repetitiva para no distraerme ,A veces,Algunas veces,Concentración,Difícil,Si,Depende,Influye mucho,Bajo,No cambia,"Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Rock / Metal, Electrónica, Poonk repetitivo","Sí, en un idioma que no entiendo",4,1,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,Siento que el tiempo pasa más lento.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 17:26:01,Menor de 18 años,Masculino,Secundaria,Menos de 1 hora,Siempre,A veces,No,"Materias Lógicas (Matemáticas, Física)",Sí,Mejora mi rendimiento,Con audífonos,"Ruido blanco, Conversaciones de fondo",A veces,Tareas difíciles,Si,Nunca,Motivación,Difícil,No hay diferencia,No,Influye mucho,Medio,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise), Lo-Fi / Ambient, Pop / Urbano, Rock / Metal, Electrónica","Sí, en un idioma que no entiendo",5,1,5,"Escuchar ruido ambiente (personas, pasillos, etc.)",Activo el modo concentración / no molestar,No uso música para exámenes,Busco música nueva para mantenerme motivado/a,Entre 5 y 15 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/7/2026 18:12:14,Menor de 18 años,Masculino,Secundaria,Menos de 1 hora,Casi siempre,Si,Si,"Materias Lógicas (Matemáticas, Física)",Sí,Me hace sentir más cómodo,Con audífonos,No aplica,A veces,Tareas difíciles,A veces,Algunas veces,Energía,Media,Si,Si,Un poco,Depende,"Si, mejora",Ejercicios prácticos / Matemáticas / Programación,Pop / Urbano,"Sí, en un idioma que entiendo",4,2,3,Estudiar con música y audífonos,Activo el modo concentración / no molestar,"Si, elijo música más movida",Busco música nueva para mantenerme motivado/a,Menos de 5 minutos,Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/7/2026 20:16:53,Menor de 18 años,Masculino,Secundaria,Más de 2 horas,Siempre,Si,Si,Materias Teóricas,Sí,Mejora mi rendimiento,Con audífonos,Silencio absoluto,Sí,Tareas difíciles,No,Nunca,Energía,Difícil,Si,Depende,Influye mucho,Depende,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación, Redacción de textos, Diseño / Creatividad","Música Clásica / Instrumental, Pop / Urbano, Rock / Metal, Electrónica","Sí, en un idioma que entiendo",5,1,5,Estudiar con música y audífonos,Uso aplicaciones para bloquear redes sociales,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,La ignoro y mantengo la concentración en la tarea,"Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/10/2026 22:58:21,Menor de 18 años,Masculino,Licenciatura,Menos de 1 hora,Siempre,Si,Si,Materias Creativas,Tal vez,Mejora mi rendimiento,Con audífonos,"Ruido blanco, Silencio absoluto",No,Tareas fáciles,Si,Siempre,Motivación,Difícil,Si,Si,Me distrae,Medio,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Redacción de textos","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Lo-Fi / Ambient, Rock / Metal","Sí, en un idioma que entiendo",4,4,4,Estudiar en silencio,Desactivo datos o Wi-Fi,"Si, elijo música más movida",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/10/2026 23:01:21,19-23 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,Si,Si,Materias Prácticas,Tal vez,Mejora mi rendimiento,Sin audífonos,No aplica,Sí,Tareas fáciles,Si,Casi nunca,Evitar el silencio,Fácil,No hay diferencia,No,Un poco,Medio,"Si, mejora","Lectura / Memorización, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Ruido Blanco (White Noise), Lo-Fi / Ambient","Sí, en un idioma que entiendo",3,3,3,Estudiar con música y audífonos,No uso ninguna estrategia,"Sí, dejo de usar música para concentrarme más","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)",Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/10/2026 23:07:04,19-23 años,Masculino,Licenciatura,Menos de 1 hora,Casi nunca,No,No,Materias Creativas,No,Mejora mi rendimiento,No escucho música,Silencio absoluto,Sí,Tareas fáciles,Si,Siempre,Motivación,Fácil,No hay diferencia,Si,No influye,Bajo,No cambia,Diseño / Creatividad,Ruido Blanco (White Noise),"No, es puramente instrumental",4,4,4,Estudiar en silencio,No uso ninguna estrategia,No uso música para exámenes,Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",No noto ninguna diferencia en mi percepción del tiempo.,La ignoro y mantengo la concentración en la tarea,"A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
5/10/2026 23:12:49,24-28 años,Masculino,Licenciatura,Más de 2 horas,A veces,Si,Si,"Materias Lógicas (Matemáticas, Física)",Tal vez,Ambas,Con audífonos,No aplica,A veces,Tareas difíciles,Si,Algunas veces,Motivación,Difícil,Si,Si,Me distrae,Alto,"Si, mejora","Lectura / Memorización, Ejercicios prácticos / Matemáticas / Programación","Música Clásica / Instrumental, Lo-Fi / Ambient, Pop / Urbano","Sí, en un idioma que entiendo",3,4,4,"Escuchar ruido ambiente (personas, pasillos, etc.)",Uso aplicaciones para bloquear redes sociales,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más lento.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","Sí, ponerme los audífonos o la música es lo que le indica a mi cerebro que es hora de trabajar"
5/10/2026 23:12:50,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Siempre,Si,Más o menos,Materias Creativas,Sí,Ambas,Sin audífonos,No aplica,Sí,Tareas repetitivas,A veces,Casi nunca,Energía,Fácil,No hay diferencia,Si,No influye,Alto,"Si, mejora","Lectura / Memorización, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano, Rock / Metal, Electrónica","Sí, en un idioma que entiendo",3,2,3,Estudiar con música y audífonos,No escucho música desde el teléfono al estudiar,"Sí, dejo de usar música para concentrarme más",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"Me detengo a escucharla o cantarla, interrumpiendo el estudio.","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/10/2026 23:22:07,19-23 años,Masculino,Licenciatura,Menos de 1 hora,Casi siempre,A veces,Si,Materias Prácticas,Sí,Me hace sentir más cómodo,Con audífonos,No aplica,No,Tareas difíciles,No,Algunas veces,Motivación,Media,No hay diferencia,Si,Influye mucho,Medio,"Si, mejora","Lectura / Memorización, Diseño / Creatividad","Música Clásica / Instrumental, Lo-Fi / Ambient, Pop / Urbano","Sí, en un idioma que entiendo",4,2,5,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,"Sí, elijo música más tranquila o instrumental",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/10/2026 23:22:08,19-23 años,Masculino,Licenciatura,De 1 a 2 horas,Siempre,No,Más o menos,Materias Creativas,No,Ambas,Con audífonos,No aplica,A veces,Tareas repetitivas,A veces,Casi nunca,Concentración,Media,No,Si,Un poco,Bajo,No cambia,"Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Soundtracks (Videojuegos/Películas), Pop / Urbano","Sí, en un idioma que no entiendo",5,4,4,Estudiar con música y audífonos,Desactivo datos o Wi-Fi,"Sí, elijo música más tranquila o instrumental","Uso una lista aleatoria recomendada por la plataforma (Spotify, YouTube, etc.)","Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,"La escucho mientras sigo trabajando, pero con menor intensidad","No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/10/2026 23:27:36,19-23 años,Masculino,Licenciatura,Más de 2 horas,Siempre,A veces,Más o menos,"Materias Lógicas (Matemáticas, Física)",Tal vez,Ambas,Con audífonos,Ruido blanco,No,Tareas difíciles,No,Algunas veces,Motivación,Fácil,No hay diferencia,No,Influye mucho,Medio,No cambia,"Lectura / Memorización, Diseño / Creatividad","Música Clásica / Instrumental, Soundtracks (Videojuegos/Películas), Pop / Urbano","Sí, en un idioma que no entiendo",4,4,5,Estudiar con música y audífonos,No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,Menos de 5 minutos,No noto ninguna diferencia en mi percepción del tiempo.,La ignoro y mantengo la concentración en la tarea,"No, la pongo simplemente para que me acompañe una vez que ya empecé"
5/10/2026 23:27:37,24-28 años,Femenino,Licenciatura,De 1 a 2 horas,Casi siempre,No,Si,Materias Creativas,Sí,Me hace sentir más cómodo,Con audífonos,"Ruido blanco, Conversaciones de fondo",A veces,Tareas fáciles,No,Casi nunca,Concentración,Difícil,No hay diferencia,Depende,Un poco,Alto,"Si, mejora","Ejercicios prácticos / Matemáticas / Programación, Diseño / Creatividad","Ruido Blanco (White Noise), Electrónica","Sí, en un idioma que no entiendo",3,5,3,"Escuchar ruido ambiente (personas, pasillos, etc.)",No uso ninguna estrategia,"No, escucho lo mismo que siempre",Busco una que ya conozco para no distraerme con canciones nuevas,"Nada, uso siempre la misma lista predeterminada",Siento que el tiempo pasa más rápido.,La cambio porque sé que me va a distraer,"A veces, solo cuando me cuesta mucho trabajo iniciar la tarea"
